n_obs,n_participants,cpt_right_b,cpt_right_SE,cpt_right_t,cpt_right_P,LRT_Chisq,LRT_df,LRT_P,Base_Marginal_R2,Base_Conditional_R2,Hand_Marginal_R2,Hand_Conditional_R2
74,37,0.00413553989795529,0.0127461518789883,0.324453994995354,0.746590330822775,0.10472757788736,1,0.746228466052935,0.379931548231372,0.570527440334,0.381525433370506,0.569624103313694
